id,careerId,name,socname,educationalRequirementName,description,Values
ckwg.US.en.3.04,ckc.US.en-3.04-5,Singer,Singer,None,Sings for live audiences or recording studios.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.1.07,ckc.US.en-1.07-1,Avionics Technician,Avionics Technician,Associate’s degree,"Repairs and maintains an aircraft's electronics, like communication, navigation, and radar.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.07,ckc.US.en-1.07-2,Computer and Office Machine Repairer ,Computer and Office Machine Repairer,High school + some college,"Installs, fixes and maintains computers and other office machines.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.07,ckc.US.en-1.07-3,"Electrical & Electronic Installer or Repairer, Commercial &  Industrial Equipment","Electrical & Electronic Installer or Repairer, Commercial &  Industrial Equipment",High school + certificate,"Installs, fixes and/or replaces electrical equipment in communications, security, and industry.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.07,ckc.US.en-1.07-4,Electrical Power-Line Installer & Repairer,Electrical Power-Line Installer & Repairer,High school diploma or equivalent,Installs and repairs electrical systems and cables on overhead power lines.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.07,ckc.US.en-1.07-5,Electrician ,Electrician,High school diploma or equivalent,"Installs and maintains electrical power, lighting, communication and control systems in buildings.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.07,ckc.US.en-1.07-6,Elevator Installer and Repairer ,Elevator Installer and Repairer,High school diploma or equivalent,"Installs, fixes and maintains elevators, escalators and other moving walkways and lifts.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.07,ckc.US.en-1.07-7,Telecommunications Equipment Installer or Repairer,Telecommunications Equipment Installer or Repairer,High school + certificate,"Installs, maintains and repairs telecommunication devices and equipments in buildings.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-1,Brickmason or Blockmason,Brickmason or Blockmason,High school diploma or equivalent,"Builds walls and walkways using brick, concrete and other man-made stone.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-10,Insulation Worker ,Insulation Worker,None,Installs and replaces materials used to insulate and keep buildings warm or cool.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-11,"Painter, Construction or Maintenance ","Painter, Construction or Maintenance",None,"Applies paint, stain and other coatings to walls and buildings.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-12,"Plumber, Pipefitter, or Steamfitter ","Plumber, Pipefitter, or Steamfitter",High school diploma or equivalent,Repairs and installs pipes that carry liquids or gases to and inside homes and buildings.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-13,Roofer               ,Roofer,None,Repairs and installs building roofs using a variety of materials.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-14,Solar Photovoltaic Installer,Solar Photovoltaic Installer,High school diploma or equivalent,"Assembles, installs and maintains solar panels on buildings.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-15,Structural Iron & Steel Worker,Structural Iron & Steel Worker,High school diploma or equivalent,Installs iron or steel beams and columns to form buildings and other large structures.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-2,Carpenter ,Carpenter,High school diploma or equivalent,Constructs and repairs structures with mostly wood using hand and power tools.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-3,Cement Mason ,Cement Mason,None,"Pours, smooths and finishes concrete surfaces like floors, roads and curbs.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-4,Construction Laborer,Construction Laborer,None,Performs many tasks on construction sites requiring physical labor.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-5,Drywall and Ceiling Tile Installer ,Drywall and Ceiling Tile Installer,None,Hangs drywall boards to walls and ceilings; installs ceiling tile inside buildings.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-6,Floor Layer,Floor Layer,None,"Installs tile, carpet, wood and other materials on floors.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-7,General Maintenance & Repair Worker,General Maintenance & Repair Worker,High school diploma or equivalent,"Maintains and fixes plumbing, electrical, machines, equipment and other systems in buildings.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-8,Glazier (glass installer) ,Glazier (glass installer),High school diploma or equivalent,"Installs custom windows, skylights and other glass products in storefronts and buildings.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.05,ckc.US.en-1.05-9,Hazardous Materials Removal Worker ,Hazardous Materials Removal Worker,High school diploma or equivalent,"Identifies, neutralizes and cleans up hazardous material like lead or asbestos.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-1,Aircraft Mechanic & Service Technician ,Aircraft Mechanic & Service Technician,High school + certificate,Repairs and performs scheduled maintenance on aircraft to meet government standards.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-10,Outdoor Power Equipment or Other Small Engine Mechanics,Outdoor Power Equipment or Other Small Engine Mechanics,High school diploma or equivalent,"Inspects, services and fixes small and outdoor equipment like motorcycles and lawn mowers.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-11,"Television, Video, or Motion Picture Camera Operator ","Television, Video, or Motion Picture Camera Operator",Bachelor’s degree,Records video and manipulates images to increase entertainment and informational value.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-2,Automotive Service Technician & Mechanic,Automotive Service Technician & Mechanic,High school + certificate,"Inspects, maintains and repairs cars and passenger trucks.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-3,Diesel Mechanic & Engine Service Specialist,Diesel Mechanic & Engine Service Specialist,High school diploma or equivalent,"Inspects, maintains, repairs or overhauls diesel vehicles and engines.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-4,Farm Equipment Mechanic ,Farm Equipment Mechanic,High school diploma or equivalent,"Inspects, maintains and repairs farm machinery, vehicles and other equipment.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-5,"Heating, Air-Conditioning, or Refrigeration Technician ","Heating, Air-Conditioning, or Refrigeration Technician",High school + certificate,Installs and fixes systems that control the temperature and air quality in buildings.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-6,Industrial Machinery Mechanic,Industrial Machinery Mechanic,High school diploma or equivalent,Maintains and fixes factory and industrial machinery and equipment.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-7,Medical Equipment Repairer ,Medical Equipment Repairer,High school diploma or equivalent,"Installs, adjusts, maintains and fixes medical equipment for quality, accurate patient care.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-8,Millwright,Millwright,High school diploma or equivalent,"Installs, fixes and reassembles machinery in factories, power plants and construction sites.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.06,ckc.US.en-1.06-9,Mobile Heavy Equipment Service Technician,Mobile Heavy Equipment Service Technician,High school diploma or equivalent,"Inspects, maintains and fixes larger machinery, vehicles and other heavy equipment.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.2.02,ckc.US.en-2.02-1,Animal Scientist ,Animal Scientist,Bachelor’s degree,Conducts research in genetics and how farm animals grow and develop.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.02,ckc.US.en-2.02-2,Biochemist or Biophysicist,Biochemist or Biophysicist,Doctoral or professional degree,Studies the chemical and physical properties of cells and principles of living things.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.02,ckc.US.en-2.02-3,Conservation Scientist ,Conservation Scientist,Bachelor’s degree,"Monitors and manages land quality of forests, parks, rangelands and other natural resources.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.02,ckc.US.en-2.02-4,Food Scientist or Technologist ,Food Scientist or Technologist,Bachelor’s degree,Looks for ways to make food safe; analyzes what is in our food.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.02,ckc.US.en-2.02-5,Medical Scientist,Medical Scientist,Doctoral or professional degree,Conducts research to improve overall health in humans.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.02,ckc.US.en-2.02-6,Microbiologist ,Microbiologist,Bachelor’s degree,Studies microorganisms and parasites to understand how they live and interact.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.02,ckc.US.en-2.02-7,Range Manager,Range Manager,Bachelor’s degree,Studies and improves rangeland to produce more grass and food for livestock and wildlife.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.02,ckc.US.en-2.02-8,Soil or Plant Scientist,Soil or Plant Scientist,Bachelor’s degree,Manages and studies soils' impact on plant and crop growth.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.02,ckc.US.en-2.02-9,Zoologist or Wildlife Biologist,Zoologist or Wildlife Biologist,Bachelor’s degree,Studies and gathers information about animals and wildlife in their natural habitat.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.5.04,ckc.US.en-5.04-1,Administrative Services Manager,Administrative Services Manager,Bachelor’s degree,Directs and maintains an organization's administrative services like facilities (buildings) or recordkeeping.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-10,Engineering Manager ,Engineering Manager,Bachelor’s degree,"Plans and supervises projects for engineering companies, including budgeting and hiring.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-11,"Farm, Ranch, or Other Agricultural Manager ","Farm, Ranch, or Other Agricultural Manager",High school diploma or equivalent,"Operates establishments that supply livestock, dairy products and produce crops.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-12,Food Services Manager,Food Services Manager,High school diploma or equivalent,Runs the daily operations of resturants or other dining establishments.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-13,Funeral Director,Funeral Director,Associate’s degree,Manages and coordinates the details of a funeral.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-14,Gaming Manager or Supervisor,Gaming Manager or Supervisor,High school diploma or equivalent,"Supervises the staff and operations of a gambling establishment, like a casino.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-15,General and Operations Manager,General and Operations Manager,Bachelor’s degree,"Coordinates and directs how an organization operates, like human resources and project management.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-16,Human Resources Specialist ,Human Resources Specialist,Bachelor’s degree,Helps employees and managers navigate an organization's policies and programs.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-17,Industrial Production Manager ,Industrial Production Manager,Bachelor’s degree,Evaluates the production process and supervises the daily operations of manufacturing plants.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-18,Labor Relations Specialist,Labor Relations Specialist,Bachelor’s degree,"Interprets and helps an employer follow labor union contract rules for pay, benefits, and discipline.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-19,"Lodging Manager (e.g., Hotel, Motel, Resort)","Lodging Manager (e.g., Hotel, Motel, Resort)",High school diploma or equivalent,Makes sure guests' accommodations are pleasant while on work or vacation.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-2,"Agent and Business Manager of Artists, Performers, and Athletes ","Agent and Business Manager of Artists, Performers, and Athletes",Bachelor’s degree,"Promotes and manages an artist's financial affairs, like sales and agreements to perform.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-20,Logistician,Logistician,Bachelor’s degree,Plans and coordinates how products travel from manufacturing to the consumer.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-21,Medical and Health Services Manager,Medical and Health Services Manager,Bachelor’s degree,Plans and coordinates medical services and employment for a facility or medical practice.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-22,"Meeting, Convention, and Event Planner","Meeting, Convention, and Event Planner",Bachelor’s degree,"Plans and coordinates business meetings, conventions, and events like weddings and retreats.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-23,Natural Science Manager,Natural Science Manager,Bachelor’s degree,Hires and supervises scientists and staff working on research and development projects.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-24,Preschool and Childcare Center Director,Preschool and Childcare Center Director,Bachelor’s degree,"Plans curriculum, develops budgets, and directs staff for a childcare center.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-25,"Producer or Director (TV/radio, movies, theater)","Producer or Director (TV/radio, movies, theater)",Bachelor’s degree,Directs and coordinates writers and other staff in creating entertainment programs.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-26,Property or Real Estate Manager,Property or Real Estate Manager,High school diploma or equivalent,Monitors a real estate property to make sure it is well-maintained and tenants are paying rent.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-27,Purchasing Manager,Purchasing Manager,Bachelor’s degree,Coordinates and supervises staff buying products for companies and stores to use or sell.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-28,Social and Community Service Manager,Social and Community Service Manager,Bachelor’s degree,Coordinates with a community and supervises how an organization provides it social services.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-29,"Technical Director/Manager (TV/radio, movies, theater)","Technical Director/Manager (TV/radio, movies, theater)",Bachelor’s degree,"Coordinates technical activities like taping, editing, and engineering, to create tv or radio programs.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-3,Agricultural Manager,Agricultural Manager,High school diploma or equivalent,"Runs organizations that supply livestock, dairy products and produce crops.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-30,Training and Development Manager,Training and Development Manager,Bachelor’s degree,Directs and evaluates programs designed to increase employees' knowledge and skills.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-31,Training and Development Specialist,Training and Development Specialist,Bachelor’s degree,Plans and creates programs to increase the knowledge and skills of an organization's employees.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-4,Chef/Head Cook,Chef/Head Cook,High school diploma or equivalent,"Plans, prepares and cooks food in restaurants; manages the kitchen and business.",achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-5,Chief Executive Officer,Chief Executive Officer,Bachelor’s degree,Directs business strategy and operations for a company or organization.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-6,Compensation & Benefits Manager,Compensation & Benefits Manager,Bachelor’s degree,Manages how an organization pays employees and handles benefits like health or insurance.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-7,Computer and Information System Manager ,Computer and Information System Manager,Bachelor’s degree,Plans and directs how organizations and employees use computer systems.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-8,Construction Manager,Construction Manager,Bachelor’s degree,Supervises all aspects of construction projects from the beginning to completion.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.04,ckc.US.en-5.04-9,"Employment, Recruitment and Placement Specialist","Employment, Recruitment and Placement Specialist",Bachelor’s degree,Finds and interviews job applicants; matches employers to qualified people.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.1.04,ckc.US.en-1.04-1,Aircraft Pilot,Aircraft Pilot,Bachelor’s degree,"Flies, operates and navigates airplanes, helicopters and other aircraft.",activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.1.04,ckc.US.en-1.04-10,Truck Driver,Truck Driver,High school + certificate,"Drives a truck to deliver large amounts of goods, often over long distances.",activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.1.04,ckc.US.en-1.04-2,Bus Driver,Bus Driver,High school diploma or equivalent,"Drives people on a bus to various places for school, work, transit or sightseeing tours.",activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.1.04,ckc.US.en-1.04-3,Locomotive Engineer ,Locomotive Engineer,High school diploma or equivalent,Operates locomotives to transport passengers or freight.,activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.1.04,ckc.US.en-1.04-4,Railroad Conductors and Yardmasters,Railroad Conductors and Yardmasters,High school diploma or equivalent,Coordinates movement of passengers and freight; conductors ride on trains.,activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.1.04,ckc.US.en-1.04-5,Refuse and Recyclable Material Collector,Refuse and Recyclable Material Collector,None,"Collects and transports garbage and recycling from containers to truck, then to processing.",activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.1.04,ckc.US.en-1.04-6,Sailor or Marine Oiler ,Sailor or Marine Oiler,None,"Maintains equipment and the vessel, enforces captain's rules.",activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.1.04,ckc.US.en-1.04-7,Ship Captain,Ship Captain,High school + certificate,"Commands, steers, operates and navigates vessels in various waterways.",activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.1.04,ckc.US.en-1.04-8,Stock Clerk – Warehouse or Storage Yard,Stock Clerk – Warehouse or Storage Yard,None,Keeps track of shipping information for goods and materials to arrive on schedule.,activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.1.04,ckc.US.en-1.04-9,Taxi Driver or Chauffeur,Taxi Driver or Chauffeur,None,Drives people to where they want to go.,activity;authenticity;autonomy;conformity;practicality
ckwg.US.en.4.02,ckc.US.en-4.02-1,Athletic Trainer,Athletic Trainer,Bachelor’s degree,"Prevents and treats muscle and bone injuries, giving first aid and supervising rehabilitation.",ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-10,Orthotist and Prosthetist,Orthotist and Prosthetist,Master’s degree,"Designs, adjusts and tests support devices like artificial limbs so they fit and help patients.",ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-11,Physical Therapist ,Physical Therapist,Doctoral or professional degree,Helps people improve their movement and manage pain due to injury or illness.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-12,Physical Therapy Assistant ,Physical Therapy Assistant,Associate’s degree,Helps people recovering from injury or illness regain movement and manage pain.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-13,Physician Assistant ,Physician Assistant,Master’s degree,"Examines, educates and treats patients under physician supervision.",ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-14,Psychiatric Technician or Aide,Psychiatric Technician or Aide,High school + certificate,Monitors and provides therapeutic care for patients with mental and developmental disabilities.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-15,Radiation Therapist,Radiation Therapist,Associate’s degree,Treats patients with cancer and other diseases using various radiation treatments.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-16,Recreational Therapist ,Recreational Therapist,Bachelor’s degree,Plans and uses recreation activities to help disabled or injured people improve their well-being.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-17,Registered Nurse ,Registered Nurse,Bachelor’s degree,Sets up treatment plans for patients and educates families about health conditions.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-18,Respiratory Therapist ,Respiratory Therapist,Associate’s degree,"Treats and cares for patients who have breathing issues, like asthma.",ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-19,Speech-Language Pathologist,Speech-Language Pathologist,Master’s degree,Diagnoses and treats patients with speech and swallowing disorders.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-2,Dental Hygienist ,Dental Hygienist,Associate’s degree,Examines and cleans patients' teeth and gums in a dentist's office.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-3,Dietitian or Nutritionist,Dietitian or Nutritionist,Associate’s degree,Advises people what to eat to manage health conditions and achieve a healthy lifestyle.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-4,Exercise Physiologist,Exercise Physiologist,Bachelor’s degree,Analyzes and develops exercise programs to help patients manage chronic conditions like heart disease.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-5,Massage Therapist,Massage Therapist,High school + certificate,Relieves pain or increases relaxation in a client's muscles by the sense of touch.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-6,Nurse Anesthetist,Nurse Anesthetist,Master’s degree,"Provides anesthesia and pain relief to patients before, during and after surgery.",ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-7,Nurse Practitioner,Nurse Practitioner,Master’s degree,Evaluates patients and recommends ways they can improve their health.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-8,Occupational Therapist ,Occupational Therapist,Master’s degree,Treats injured and recovering patients and teaches them skills needed for daily activities.,ethics;healing;helping others;improving others' lives
ckwg.US.en.4.02,ckc.US.en-4.02-9,Occupational Therapy Assistant ,Occupational Therapy Assistant,Associate’s degree,"Helps patients do their therapeutic activities, like stretches.",ethics;healing;helping others;improving others' lives
ckwg.US.en.2.07,ckc.US.en-2.07-1,Anthropologist or Archaeologist ,Anthropologist or Archaeologist,Master’s degree,"Studies the origin, development, and behavior of different peoples and cultures worldwide.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-10,Survey Researcher ,Survey Researcher,Master’s degree,"Develops surveys, collects and analyzes data to understand people's opinions or preferences.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-11,Urban or Regional Planner,Urban or Regional Planner,Master’s degree,Develops plans and programs for land use and construction; helps create and revitalize communities.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-2,Economist,Economist,Master’s degree,Analyzes and researches data to understand and predict economic events and their consequences.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-3,Geographer,Geographer,Bachelor’s degree,"Gathers data about the earth's land, features and inhabitants and creates maps.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-4,Historian ,Historian,Master’s degree,"Researches, analyzes and educates others about the past by studying historical documents and resources.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-5,Industrial-Organizational Psychologist ,Industrial-Organizational Psychologist,Master’s degree,Improves the quality of work life and productivity using psychology; advises organizations.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-6,Marketing Research Analyst,Marketing Research Analyst,Bachelor’s degree,Studies the marketplace to predict how well a product or service will sell.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-7,Political Scientist,Political Scientist,Master’s degree,Studies how political systems work; sometimes focuses on government policies.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-8,Psychologist ,Psychologist,Master’s degree,"Evaluates, diagnoses and treats patients with mental and emotional disorders.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.07,ckc.US.en-2.07-9,Sociologist ,Sociologist,Master’s degree,"Studies and researches how people behave and develop together, and the influence of surroundings.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.1.02,ckc.US.en-1.02-1,Bailiff,Bailiff,High school diploma or equivalent,Protects and maintains order in courthouses and courtrooms.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.02,ckc.US.en-1.02-10,Security Guard ,Security Guard,High school diploma or equivalent,Patrols and protects property from illegal activity.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.02,ckc.US.en-1.02-2,Correctional Officer or Jailer ,Correctional Officer or Jailer,High school diploma or equivalent,"Enforces rules, supervises and inspects jail or prison inmates.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.02,ckc.US.en-1.02-3,Detective or Criminal Investigator,Detective or Criminal Investigator,High school diploma or equivalent,Collects facts and evidence for criminal cases in uniform or plainclothes.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.02,ckc.US.en-1.02-4,Emergency Medical Technician ,Emergency Medical Technician,High school + certificate,"Responds to 911 emergency calls, assesses and treats patients.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.02,ckc.US.en-1.02-5,Fire Inspector or Investigator,Fire Inspector or Investigator,High school + certificate,"Examines buildings for fire hazards, collects and analyzes evidence from fire scenes.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.02,ckc.US.en-1.02-6,Firefighter ,Firefighter,High school + certificate,Puts out fires and responds to medical emergencies.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.02,ckc.US.en-1.02-7,Fish and Game Warden,Fish and Game Warden,Bachelor’s degree,"Patrols, explains and enforces fishing and hunting laws.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.02,ckc.US.en-1.02-8,Police Officer or Sheriff,Police Officer or Sheriff,High school diploma or equivalent,"Patrols, explains and enforces traffic and criminal laws; responds to emergencies.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.02,ckc.US.en-1.02-9,Private Detective or Investigator,Private Detective or Investigator,High school diploma or equivalent,"Investigates financial, legal and personal matters for private citizens.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.4.04,ckc.US.en-4.04-1,Adult Literacy and High School Diploma Equivalency Teacher,Adult Literacy and High School Diploma Equivalency Teacher,Bachelor’s degree,Teaches adults reading and writing skills and to speak english.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-10,Librarian ,Librarian,Master’s degree,"Helps people find information, access different kinds of media, and conduct research.",equality;ethics;helping others;improving others' lives
