id,name,description,cipName
ckwg.CA.en.4.01,Autism and Behavioural Science,"Applied Behaviour Analysis (ABA) is a research-based and data-driven science that can be used to teach individuals with autism spectrum disorder (ASD) a variety of new skills including social, play, self-help, language and academic skills. This highly specialized Ontario College Graduate Certificate program provides students with a firm grounding in the principles of ABA; specifically in the application of these principles to Intensive Behavioural Intervention (IBI) with children with ASD. The curriculum covers the characteristics of individuals with ASD, evidence-based practices in ABA, the professional code of ethics and the development and implementation of behavioural treatment plans. Students gain practical experience working with clients and ABA treatment teams.",Autism and Behavioural Science.
ckwg.CA.en.4.01,Autism and Behavioural Science (part-time),"Applied Behaviour Analysis (ABA) is a research-based and data driven science that can be used to teach individuals with autism spectrum disorder (ASD) a variety of new skills including social, play, self-help, language and academic skills. This highly specialized Ontario College Graduate Certificate program provides students with a firm grounding in the principles of ABA; specifically in the application of these principles to Intensive Behavioural Intervention (IBI) with children with ASD. The curriculum covers the characteristics of individuals with ASD, evidence-based practices in ABA, the professional code of ethics and the development and implementation of behavioural treatment plans. Students gain practical experience working with clients and ABA treatment teams.",Autism and Behavioural Science (part-time).
ckwg.CA.en.4.01,Child and Youth Care,"This three-year Ontario College Advanced Diploma program prepares students to develop and implement a wide range of prevention, intervention and treatment strategies to facilitate positive change in children, youth and their families. Using a concurrent delivery model, this unique program allows students to apply theoretical concepts of healthy development, therapeutic programming, child and youth care interventions and counselling in their field placement experiences. During the program, students complete four terms of field placement which is supported through coursework, tailor-made seminar classes and comprehensive onsite supervision. The first year of this three-year program is offered online. Qualified students must apply to transfer on campus to complete the second and third year.",Child and Youth Care.
ckwg.CA.en.4.01,Child and Youth Care (Year 1) (part-time),"This Ontario College Advanced Diploma program prepares students to develop and implement a wide range of prevention, intervention and treatment strategies to facilitate positive change in children, youth and their families. Using a concurrent delivery model, this unique program allows students to apply theoretical concepts of healthy development, therapeutic programming, child and youth care interventions and counselling in their field placement experiences. During the program, students complete four terms of field placement which is supported through coursework, tailor-made seminar classes and comprehensive onsite supervision. The first year of this three-year program is offered online. Qualified students must apply to the program in order to complete the second and third year.",Child and Youth Care (Year 1) (part-time).
ckwg.CA.en.4.01,Community and Justice Services,"This two-year Ontario College Diploma program prepares students for employment in a variety of careers in the community and justice services field. Students are trained in the legal and theoretical aspects of behaviour (including criminal behaviour), safety and security measures and techniques, and interviewing and intervention skills. Students also study topics including addictions, mental illness, group dynamics, behaviour management, communications, special populations (such as Aboriginal and female offenders) and the role of victims in the criminal justice system.",Community and Justice Services.
ckwg.CA.en.4.01,Community and Justice Services (Year 1) (part-time),"This two-year Ontario College Diploma program prepares students for employment in a variety of careers in the community and justice services field. Students are trained in the legal and theoretical aspects of behaviour (including criminal behaviour), safety and security measures and techniques, and interviewing and intervention skills. Students also study topics including addictions, mental illness, group dynamics, behaviour management, communications, special populations (such as Aboriginal and female offenders) and the role of victims in the criminal justice system. Graduates are prepared for work with a variety of client populations, including youth and young offenders, male and female adult clients, adult offenders in both community and correctional settings, and victims of crime.",Community and Justice Services (Year 1) (part-time).
ckwg.CA.en.4.01,Conflict Management (part-time),"Interpersonal conflict in the workplace can result in reduced team performance, decreased productivity, increased sick leave, and grievances and/or complaints. This College Certificate program provides opportunities for students to develop the skills necessary to address workplace issues that are rooted in conflict amongst teams and individuals.",Conflict Management (part-time).
ckwg.CA.en.4.01,General Arts and Science - Community Studies,"This one-year Ontario College Certificate program is designed for students who are interested in the social services. The program prepares students for success in a variety of programs including Child and Youth Worker, Developmental Services Worker, Early Childhood Education, Community Justice Service and Social Service Worker. Students explore their interests, aptitudes, and skills, experience college delivery of course material and generally prepare for further postsecondary studies.",General Arts and Science - Community Studies.
ckwg.CA.en.4.01,General Arts and Science - Justice Studies,"This one-year Ontario College Certificate program is designed for students who are interested in the justice, legal or law enforcement fields. The program prepares students for success in a variety of programs including Police Foundations, Community and Justice Services and Law Clerk. Students explore their interests, aptitudes and skills, assess career choices, experience college delivery of course material and generally prepare for further postsecondary studies.",General Arts and Science - Justice Studies.
ckwg.CA.en.4.01,Social Service Worker,"This two-year Ontario College Diploma program prepares students to work effectively with disadvantaged individuals, groups and communities. The program consists of four levels where learning occurs in both the classroom and practical settings. The curriculum includes courses in social work methods, social welfare systems, addictions, community development and the humanities. In order to gain exposure to working with a wide range of client groups, students are required to complete field placements in Levels 02, 03 and 04.",Social Service Worker.
ckwg.CA.en.4.01,Social Service Worker  (Intensive Offering),"This Ontario College Diploma program delivered in an intensive format over 40 weeks prepares students to work effectively with disadvantaged individuals, groups and communities. The program consists of three levels where learning occurs in both the classroom and practical settings. The curriculum includes courses in social work methods, behaviour management, social welfare systems, addictions and community development. To gain exposure to working with a wide range of client groups, students are required to complete field work placements in Levels 02 and 03.",Social Service Worker  (Intensive Offering).
ckwg.CA.en.4.01,Victimology,"This one-year Ontario College Graduate Certificate program provides professionals with specialized knowledge and skills in victimology and in the provision of victim services. Students develop an understanding of victims` rights, sudden and traumatic loss, victim populations and crime and its effects on victims in the criminal justice system. History and theories of victimization are explored, with an applied victim-centred focus. A practicum experience in victim services provides students with the opportunity to collaborate with victim service agencies in the planning, delivery, and evaluation of victim services and advocacy. Specific course emphasis is given to issues, such as childhood physical and sexual abuse, intimate partner violence and sexual assault.",Victimology.
ckwg.CA.en.4.01,Victimology (part-time),"Students develop an understanding of victims' rights, sudden and traumatic loss, victim populations and crime and its effects on victims in the criminal justice system. History and theories of victimization are explored, with an applied victim-centred focus. A practicum experience in victim services provides students with the opportunity to collaborate with victim service agencies in the planning, delivery, and evaluation of victim services and advocacy. Specific course emphasis is given to issues such as childhood physical and sexual abuse, intimate partner violence and sexual assault.",Victimology (part-time).
ckwg.CA.en.4.01,Working with Dementia Clients - Multidiscipline (part-time),"If you work in the healthcare or social science fields and want to increase your competency in caring for individuals with dementia, this Ontario College Graduate Certificate program provides students with the skills and strategies necessary for person-centred care, while emphasizing the importance of preserving the uniqueness of individuals with dementia.",Working with Dementia Clients - Multidiscipline (part-time).
ckwg.CA.en.5.04,Action Sports Parks Development,"This program develops technical construction skills related to where these sports happen: ski area terrain parks, public or private skateparks, dirt jumps and mountain bike trails. This program also develops leadership, facilities risk management, event and competition planning and action sports marketing abilities.",Action Sports Parks Development.
ckwg.CA.en.5.04,Applied Management (part-time),"Interested in learning about basic management concepts and principles? If so, this College Certificate program provides students with the skills and knowledge needed to oversee personnel administration. The curriculum includes core courses on human resources, industrial relations, and training and development.",Applied Management (part-time).
ckwg.CA.en.5.04,Bachelor of Commerce (e-Supply Chain Management) (Honours),"The Bachelor of Commerce (e-Supply Chain Management) (Honours) program at Algonquin College integrates business and technology, offers three mandatory work terms (paid co-op), and the opportunity to attain an SAP Associate Level professional designation. Graduates benefit from an employment rate of almost 100%.",Bachelor of Commerce (e-Supply Chain Management) (Honours).
ckwg.CA.en.5.04,Business,"This two-year Ontario College Diploma program, delivered in a compressed format over 45 weeks, emphasizes the overall function of a business and how its success is the result of all areas and departments, such as finance, marketing, operations, and human resources. Students learn the essential business skills of communication, customer-service, information technology, teamwork, problem solving, and task-management. In addition, the program exposes students to the importance of ethics, demeanour and the professional practices that contribute to an individual`s success in business. The curriculum covers all aspects of establishing, managing, and operating both private and public organizations including accounting, management, marketing, entrepreneurship and business finance. Students use case work to support their learning, work on a variety of business-related projects, prepare proposals and complete a professional business plan that can serve as the blueprint for an actual business.",Business.
ckwg.CA.en.5.04,Business - Management and Entrepreneurship,"This two-year Ontario College Diploma program provides students with the entrepreneurial, managerial and ownership skills required for a successful career in the ownership or management of a small to medium-sized enterprise (SME). This area of the economy is growing and changing at an unprecedented rate, creating a demand for highly skilled and knowledgeable business professionals.",Business - Management and Entrepreneurship.
ckwg.CA.en.5.04,Business Administration (Core),"The program provides students with the business knowledge and employable skills required for a rewarding career. In the six levels of study, students gain a solid foundation in all of the business functions, as well as the communication, planning, teamwork and analytical skills that are in high demand by the business community. Through an active advisory committee of business professionals and close relationships with employers, the program is continuously updated to meet the current demands of today's organizations. These relationships provide students with networking opportunities and bring business people into the classroom to share their experiences.",Business Administration (Core).
ckwg.CA.en.5.04,Business Administration (Core) (Part-time),"The program provides students with the business knowledge and employable skills required for a rewarding career. In the six levels of study, students gain a solid foundation in all of the business functions, as well as the communication, planning, teamwork and analytical skills that are in high demand by the business community. Through an active advisory committee of business professionals and close relationships with employers, the program is continuously updated to meet the current demands of today's organizations. These relationships provide students with networking opportunities and bring business people into the classroom to share their experiences.",Business Administration (Core) (Part-time).
ckwg.CA.en.5.04,Client Relations (part-time),"Learn the strategies and techniques to solidify and enhance your client relations skills and build positive, lasting relationships with clients. This College Certificate program prepares students to develop teams of staff dedicated to excellent service delivery, to identify, mitigate and avoid confrontational situations with internal and external clients, and to create and promote an effective corporate service culture.",Client Relations (part-time).
ckwg.CA.en.5.04,Construction Management (part-time),"Interested in understanding the main principles and processes of the construction management field? If so, this College Certificate program covers not only the interpretation of commercial documents and provides an understanding of working drawings but also emphasizes the preparation of construction schedules, the art of planning, and the importance of job costing and project control.",Construction Management (part-time).
ckwg.CA.en.5.04,Construction Project Management,"This online Ontario College Graduate Certificate program provides practical training for individuals whose career goals include advancing their careers in the construction industry and the management of construction projects in a wide variety of settings. Capitalizing on a solid educational foundation in construction or construction-related fields, graduates are equipped to manage the total construction process effectively, from initial planning to program completion. The regular use of case studies throughout the program prepares graduates for a full range of situations that can emerge on construction job sites.",Construction Project Management.
ckwg.CA.en.5.04,Construction Project Management (part-time),"This online Ontario College Graduate Certificate program provides practical training for individuals whose career goals include advancing their careers in the construction industry and the management of construction projects in a wide variety of settings. Capitalizing on a solid educational foundation in construction or construction-related fields, graduates are equipped to manage the total construction process effectively, from initial planning to program completion. The regular use of case studies throughout the program prepares graduates for a full range of situations that can emerge on construction job sites.",Construction Project Management (part-time).
ckwg.CA.en.5.04,Culinary Management,"This two-year Ontario College Dilploma program is designed to train students to become professional cooks with an emphasis on advance culinary skills, managerial training and hands-on experience. Cooking has become an art, food preparation is more specialized, and the industry is demanding; therefore, candidates must be prepared to work long hours, be in good health and be physically fit. Students study food preparation, baking techniques, the control of food costs, computer applications, sanitation and safety procedures, and nutrition and menu planning, in order to acquaint themselves with the working conditions that can be expected upon graduation. Students also complete industry-related certifications.",Culinary Management.
ckwg.CA.en.5.04,E-Business Management (part-time),"This College Certificate program focuses on the various aspects applicable to electronic business from both technology and business perspectives. Through a combination of applied simulations and group projects, students explore how to utilize e-commerce, digital analytics and e-distribution techniques to enhance business and marketing program effectiveness. Upon completion, the graduates have a solid foundation in the concepts and techniques required in an e-business environment.",E-Business Management (part-time).
ckwg.CA.en.5.04,Entrepreneurship Acceleration,"This one-year Ontario College Graduate Certificate program prepares students to accelerate into an entrepreneurial career in a dynamic start-up or in intrapreneurship. Entrepreneurship is a recognized skill set required in both new and existing companies globally. This intense and hands-on program is created and taught by leading industry experts. Students acquire tools, strategies and develop business savvy to drive success within a new or existing company.",Entrepreneurship Acceleration.
ckwg.CA.en.5.04,Event Management,"This one-year Ontario College Graduate Certificate program provides students with the expertise and professionalism required to succeed in the fast-paced and exciting industry of event management. Students develop a strong foundation for planning events and acquire skills and knowledge in marketing, sponsorship, event logistics, risk management, budgeting, programming, entertainment, people management and computer applications. Students work in teams to plan and execute an event. A field work placement is also available where students benefit from experiential learning and networking with industry representatives.",Event Management.
ckwg.CA.en.5.04,Food and Nutrition Management,"This one-year Ontario College Graduate Certificate program is geared towards Ontario graduates of culinary management or hospitality management (hotel and restaurant) programs. Students are provided the academic training required to work in the growing healthcare food services sector including long-term care facilities, retirement homes and hospitals.",Food and Nutrition Management.
ckwg.CA.en.5.04,General Arts and Science - Pre-Business Studies,"This one-year Ontario College Certificate program is designed for students who are interested in pursuing a career in the business field. Exposure to areas of study, such as marketing, microeconomics and business law enable students to explore their interests and aptitudes, assess their career choices and experience college delivery of course material. Students who successfully complete the certificate are eligible to be admitted to Algonquin`s Business Administration program and receive credit for nine courses.",General Arts and Science - Pre-Business Studies.
ckwg.CA.en.5.04,Hospitality - Hotel and Restaurant Operations Management,"This two-year Ontario College Diploma program is designed to provide students with the knowledge and practical skills necessary for careers in the hospitality and tourism industry. This expanding industry has a demand for highly skilled, people-oriented graduates with good service orientation and managerial techniques. Although the hospitality industry involves long hours and shift work, it can also be rewarding. To acquaint students with these working conditions, some practical classes are held during the evenings and weekends and may include participation at community events sponsored through the College.",Hospitality - Hotel and Restaurant Operations Management.
ckwg.CA.en.5.04,Human Resources Management,"This one-year Ontario College Graduate Certificate program prepares students for a rewarding career in the field of human resources management. Human resources professionals are in demand across many industries and drive people performance in organizations. Human resources professionals also work with all other business areas in organizations to help improve employee productivity to achieve organizational goals. Graduates achieve this through application of theories, strategies and best practices they learn in recruitment and selection, compensation, employee and labour relations, training and development and human resources planning.",Human Resources Management.
ckwg.CA.en.5.04,Human Resources Management Studies (part-time),"This College Certificate in Human Resources Management Studies provides students with the essential knowledge and skills to work in human resources departments. Throughout the courses, students work in teams to build human resources projects and simulate interviews and negotiations in human resources planning, recruitment and selection, compensation design and administration, training and development, industrial relations, employee relations, health and safety and employment law.",Human Resources Management Studies (part-time).
ckwg.CA.en.5.04,Interdisciplinary Business Studies (part-time),"This online Interdisciplinary Business Studies College Certificate provides students with the transferable business skills and competencies required in an increasingly global and competitive business environment. The curriculum is designed to broaden the business background of students and to expand their core business competencies, professional skills and knowledge of accounting, finance, marketing, sales, communication, technology, leadership, management and entrepreneurship.",Interdisciplinary Business Studies (part-time).
ckwg.CA.en.5.04,International Business Management,This one-year Ontario College Graduate Certificate program provides an in-depth understanding of versatile international management skills and knowledge required to prepare students for the growing demand for International Trade Professionals. Both Canadian and foreign importers and exporters require trained professionals to meet the increasing volume of cross-border traffic around the globe. Graduates meet the academic requirements required to apply for the Certified International Trade Professional (CITP) designation granted by the Forum for International Trade Training (FITT). One year of relevant work experience is also required to qualify for this designation.,International Business Management.
ckwg.CA.en.5.04,Labour Relations (part-time),"Labour relations broadly refers to the interactions between management and unions in a unionized workforce, or in an organization that has the potential to become unionized. This online College Certificate program provides students with the skills and knowledge required to develop and maintain effective union-management relationships. The program offers a rich learning experience with real-life applications for individuals who have experience working with unions or management and want to advance in their career, as well as for those who want to better understand and participate in labour relations within their workplaces.",Labour Relations (part-time).
ckwg.CA.en.5.04,Leadership Development Series (part-time),"Developed and administered in association with Ontario's community colleges, leading business and industry professionals, this College Certificate enhances leadership skills and develops new skills to help meet career and organizational objectives. This program is intended for individuals from a variety of sectors who are interested in enhancing their leadership skills. Students build on existing skills and experience and apply these skills to workplace situations. Content includes communications, ethics, performance management, change management, team building, planning and project management.",Leadership Development Series (part-time).
ckwg.CA.en.5.04,Management Studies (part-time),"This College Certificate program in Management Studies prepares students with the foundational knowledge in business management. Through a combination of applied exercises and case studies, students explore topics in human resources management, finance, accounting and marketing.",Management Studies (part-time).
ckwg.CA.en.5.04,Military Arts and Science (Part-time),"If you are a non-commissioned member (NCM) of the Canadian Forces or an individual who is interested in military affairs, this online Ontario College Diploma program provides you with a comprehensive knowledge of the essential skills required to function effectively in the modern military or in large corporations. The curriculum covers applied communication, leadership capabilities, critical-thinking skills, problem-solving techniques, security and psychological studies and management principles.",Military Arts and Science (Part-time).
ckwg.CA.en.5.04,Project Management,"This one-year Ontario College Graduate Certificate program prepares graduates for a rewarding managerial career in the field of Project Management. Project management is a highly sought discipline that involves the application of knowledge, skills and techniques to plan and execute projects effectively and efficiently. As the marketplace becomes increasingly complex and globally competitive, organizations are expecting more out of project management practitioners. In addition to technical skills, an organization`s strategic and bottom line success depends on project managers capably demonstrating a balance of skills in leadership and business management. Practitioners who drive an organization`s project performance for their organizations are in high demand across many industries.",Project Management.
ckwg.CA.en.5.04,Project Management Studies (part-time),"This College Certificate program provides students with the skills and knowledge required to deliver high-quality, well-defined project solutions. Through applied learning activities, students learn skills and strategies for moving through the project life cycle phases. They develop a critical understanding of management and human resources, project risk and quality, scheduling and software, and contracting and procurement. Students work through the curriculum to develop a project management plan that can be applied to real-life scenarios.",Project Management Studies (part-time).
ckwg.CA.en.5.04,Property Management Foundations (part-time),"The business and real estate industries support growing populations and business expansions. Property managers are responsible to operate real estate property, usually on behalf of the owner. As such, they often fill the role of liaison between a variety of stakeholders including the owners, tenants, staff and service providers. Students gain the practical training and knowledge required to manage private residential rental properties focusing on key functional areas. Students develop communication and client service skills, as well as an understanding of key concepts in property management and the use of applicable legislation.",Property Management Foundations (part-time).
ckwg.CA.en.5.04,Retirement Communities Management,"This one- year Ontario College Graduate Certificate Program provides students with knowledge of the organizational structures within the retirement community industry and various philosophies of care in preparation for careers as managers and administrators or pursue other opportunities. Retirement Community Management involves a broad range of responsibilities in the day-to-day operations including human resources, recruitment, fiscal management, resident care, food service operations, marketing, recreation activities and environmental services. The program includes current federal, provincial and municipal laws and statutes central to the success of this expanding industry.",Retirement Communities Management.
ckwg.CA.en.5.04,Spa Management,"This one-year Ontario College Graduate Certificate program provides students with the business and management skills required to excel in the rapidly expanding spa and wellness service industry. In North America, the spa and wellness industry is experiencing significant growth and industry leaders consider the need for a well-trained labour force to be a forefront issue. Algonquin College is a proud member of the Spa Industry Association of Canada (SIAC) and Leading Spas of Canada (LSC).",Spa Management.
ckwg.CA.en.5.04,Sport Business Management,"This one-year Ontario College Graduate Certificate program prepares students for an exciting and successful career in the ever-growing multi-billion dollar sport industry. No longer is simple passion for the game a qualification for entry: a specialized business education is required. Successful sport administrators and managers are now well-trained, educated and highly skilled. This program prepares students to work within the broader area of sport, particularly the management and business aspects of the industry.",Sport Business Management.
ckwg.CA.en.1.06,Automotive Service Technician (Apprenticeship),"This apprenticeship program completes the in-class requirements for Automotive Service Technician apprentices, as determined by the Ministry of Training, Colleges and Universities. Individuals who are currently working in the automotive repair industry can continue their education in this program.",Automotive Service Technician (Apprenticeship).
ckwg.CA.en.1.06,Automotive Service Technician (ASEP-GM) (Apprenticeship),"This apprenticeship program has been designed by General Motors (GM) to prepare Automotive Service Technician apprentices for a career with GM dealerships. Over a two-year period, apprentices alternate between formal in-class training and hands-on work experience in a dealership.",Automotive Service Technician (ASEP-GM) (Apprenticeship).
ckwg.CA.en.1.06,Commercial Vehicle & Equipment (Apprenticeship),"This apprenticeship program serves as the basic level in-class portion for four motive power trades: truck and coach technician, farm equipment mechanic, heavy duty equipment mechanic and powered lift truck technician. The curriculum is based on the skills and competencies common to these related occupations.",Commercial Vehicle & Equipment (Apprenticeship).
ckwg.CA.en.1.06,"Heating, Refrigeration and Air Conditioning Technician","This two-year Ontario College Diploma program, delivered in a compressed format over 45 weeks, prepares students for employment in the heating, refrigeration and air conditioning industry. The goal of the program is to provide students with a foundation of knowledge and skills upon which they can build a lifelong career including the potential for a head start on an apprenticeship.","Heating, Refrigeration and Air Conditioning Technician."
ckwg.CA.en.1.06,Motive Power Technician,"This two-year Ontario College Diploma program, delivered in a compressed format over 45 weeks, provides students with the skills and experience to start a career in the automotive mechanical industry. It is specially approved by the Ministry of Training, Colleges and Universities as a Co-op Diploma Apprenticeship program (CODA). Graduates are considered by the Ministry as having completed their formal in-class training requirements for their Certificate of Qualification in the Automotive Service Technician (AST) trade, while also gaining a Motive Power Technician diploma.",Motive Power Technician.
ckwg.CA.en.1.06,Refrigeration and Air Conditioning Systems Mechanic (Apprenticeship),"The Refrigeration and Air Conditioning Mechanic Apprenticeship program provides theoretical classroom instruction to fulfill the in-class requirements of the apprenticeship program curriculum, as well as specific practical instruction to complement the apprentice`s on-the-job training.",Refrigeration and Air Conditioning Systems Mechanic (Apprenticeship).
ckwg.CA.en.1.06,Residential and Air Conditioning Systems Mechanic (Apprenticeship),"The Residential Air Conditioning Mechanic Apprenticeship program provides theoretical classroom instruction to fulfill the in-class requirements of the apprenticeship program curriculum, as well as specific practical instruction to complement the apprentice`s on-the-job training.",Residential and Air Conditioning Systems Mechanic (Apprenticeship).
ckwg.CA.en.2.02,Biotechnology - Advanced,"This three-year Ontario College Advanced Diploma program provides learners with a strong background in the science that drives this expanding industry. The curriculum offers a combination of laboratory and theory courses in disciplines, such as, chemistry, cell biology, biochemistry, biostatistics, microbiology and genetic engineering. In addition, learners gain a solid foundation of the complex political, social, and ethical implications of this remarkable field which allows them to make informed and exciting career choices.",Biotechnology - Advanced.
ckwg.CA.en.2.02,Environmental Management and Assessment,This one-year Ontario College Graduate Certificate program delivered in a blended format of online learning on weekdays complemented by laboratory activity on weekends offers students the opportunity to enhance their existing skills to succeed in the exciting and expanding field of environmental management and assessment. The program also consists of practical and field experiences allowing students to acquire a range of interdisciplinary techniques used by those at the forefront of environmental management practice.,Environmental Management and Assessment.
ckwg.CA.en.2.02,Environmental Technician,"This two-year Ontario College Diploma program, delivered in a compressed format over 45 weeks, is designed to meet the current and growing need for skilled entry-level practitioners within the environmental sciences sector. Students have the opportunity to gain invaluable workplace experience through an optional paid co-op placement. The accelerated program delivery allows graduates to enter the workforce sooner than those who enrol in a traditional two-year college offering. Students obtain theoretical and extensive practical training in four disciplines of environmental sciences: biology, chemistry, physical science, and engineering, and learn to collect, measure and analyze variables commonly considered in environmental projects. Students learn to use the appropriate tools and equipment needed in biology, hydrology, ecological field sampling and analytical chemistry. The program provides field and laboratory experience in soil, water and air testing and combines it with a basic knowledge of freshwater environment systems, soils and landforms, the chemistry of pollutants and ecological processes. Students learn to work effectively within a regulatory framework that demands knowledge of standard operating procedures, quality controls and compliance practices.",Environmental Technician.
ckwg.CA.en.2.02,General Arts and Science - Environmental Studies,"This one-year Ontario College Certificate program assists students to develop their awareness of the environment and of the world around them. Students have the opportunity to examine and debate environmental issues of global, national, and local importance through the study of topics including environmental citizenship, environmental ethics, sustainable development and ecology.",General Arts and Science - Environmental Studies.
ckwg.CA.en.2.04,Diagnostic Medical Sonography,"This two-year Ontario College Graduate Certificate program, delivered over 62 consecutive weeks, provides students with the essential knowledge and technical skills required to produce sonographic images and carry out diagnostic procedures in the role of a Canadian and/or American Registered Diagnostic Medical Sonographer. Working independently and in collaboration with healthcare team members, diagnostic medical sonographers capture and analyze a variety of complex sonographic images to assist physicians in the diagnosis and management of multiple system disorders.",Diagnostic Medical Sonography.
ckwg.CA.en.2.04,Medical Radiation Technology,"This three-year Ontario College Advanced Diploma program, accredited by the Canadian Medical Association, prepares graduates with the knowledge and technical skills required to produce diagnostic images or carry out diagnostic procedures in the role of a medical radiation technologist as outlined by the Canadian Association of Medical Radiation Technologists Radiological Technology competency profile. Working independently and in collaboration with healthcare team members, medical radiation technologists analyze a variety of complex diagnostic images to assist physicians in the diagnosis and management of multiple system disorders. Through theoretical courses, simulation, laboratory practice and extensive clinical experiences students acquire the ability to produce quality images of internal structures of the human body. Students apply health, safety and quality assurance principles while performing venipunctures, while interacting with patients and while using ionizing radiation in the laboratory and clinical settings.",Medical Radiation Technology.
ckwg.CA.en.1.09,Baking and Pastry Arts,"This one-year Ontario College Certificate program will give you the skills and knowledge you’ll need to excel as a baker or pastry chef in the baking industry. You will spend 60% of your time gaining hands-on experience in baking, cake decorating, and bakery and pastry shop management in our state-of-the-art baking labs under the direction of respected industry professionals.",Baking and Pastry Arts.
ckwg.CA.en.1.09,Cook (Apprenticeship),"This apprenticeship College Certificate program provides apprentices with the practical and theoretical culinary training required for professional food preparation in commercial kitchens. Hands-on classes enable apprentices to hone their knowledge and skills while developing artistic abilities in plate presentation to meet the needs of the most distinguished client. In addition, to training in up-to-date kitchens with highly qualified instructor chefs, apprentices also gain basic business skills enabling them to comfortably join a culinary team. To acquaint apprentices with the working conditions that they can expect after graduation, some hands-on classes are held during the evenings or weekends in the College`s, Restaurant International.",Cook (Apprenticeship).
ckwg.CA.en.1.09,Culinary Skills - Chef Training,"This one-year Ontario College Certificate program is designed to train professional cooks with an emphasis on culinary skills and hands-on experience. Cooking has become an art, food preparation is more specialized and the industry is demanding; therefore, candidates must be prepared to work long hours, be in good health and be physically fit. Students study food preparation, baking techniques, the control of food costs, computer applications, sanitation and safety procedures, and nutrition and menu planning, in order to acquaint themselves with the working conditions that can be expected upon graduation.",Culinary Skills - Chef Training.
ckwg.CA.en.2.05,Bachelor of Information Technology - Interactive Multimedia and Design,"The four-year IMD program is aimed at students who are both artistically inclined and technologically adept and who are interested in all aspects of digital media. You will acquire the tools you need to take an idea or a problem and advance it through the entire process from concept to pre-production, production and post-production. The program provides you with a multidisciplinary education through courses in computer animation, visual effects, game design and development, graphic design and human-computer interaction. The program is then further enhanced with courses in science, mathematics, business and social science. You will graduate fully-equipped to work in and shape the digital world of the future.",Bachelor of Information Technology - Interactive Multimedia and Design.
ckwg.CA.en.2.05,Bachelor of Information Technology - Network Technology,"The four-year NET program focuses on the design, management, operation and installation of future complex information networks such as those that make up the Internet and cell phone networks. The program is multidisciplinary in nature, combining courses in computer and network technology with courses in physics, mathematics, business, communications and arts and social sciences.",Bachelor of Information Technology - Network Technology.
ckwg.CA.en.2.05,Business Intelligence System Infrastructure,"This one-year Ontario College Graduate Certificate program prepares students for careers requiring specialized technical knowledge to support corporate use of Business Intelligence (BI). Students develop technical and team skills to work independently and collaboratively to collect, analyze, design, build, support, integrate and manage systems that assist business decision making through data analysis using IBM Cognos Enterprise software to access complex databases and data warehouses.",Business Intelligence System Infrastructure.
ckwg.CA.en.2.05,Computer Engineering Technology - Computing Science,This three-year Ontario College Advanced Diploma program prepares students for an information technology (IT) career in the private or public sectors. Students gain the knowledge and skills to use a broad range of IT-based analytical thinking and problem-solving skills in support of the day-to-day operation of an enterprise`s software systems or in the development of new systems.,Computer Engineering Technology - Computing Science.
ckwg.CA.en.2.05,Computer Programmer,"This two-year Ontario College Diploma program prepares students for a career in software development. The program also specializes in program development strategies (using object-oriented modelling), database design and database administration.",Computer Programmer.
ckwg.CA.en.2.05,Computer Systems Technician,"This two-year Ontario College Diploma program delivered in a compressed format over 45 weeks provides students with the technical knowledge and expertise to support the use of computers and networks. Students also develop their communication and administration skills, including the ability to work in teams and utilize project management and customer service techniques.",Computer Systems Technician.
ckwg.CA.en.2.05,Computer Systems Technician/Technology,"This two-year Ontario College Diploma program, accredited by the Ontario Association of Certified Engineering Technicians and Technologists (OACETT), prepares students for an Information Technology (IT) career in either the public or private sector. The program is designed to provide students with the technical knowledge, expertise and proficiency in installing, configuring and supporting a wide variety of computer, networking and operating systems (O/S) technologies commonly used in the day-to-day operations of many businesses and corporations.",Computer Systems Technician/Technology.
ckwg.CA.en.2.05,Digital Health,"This Ontario College Graduate Certificate program positions current healthcare, health management, and information technology professionals to lead innovative projects and programs in digital health. Healthcare worldwide is shifting towards a digital health ecosystem. Canadian healthcare organizations, solution providers, and governments are challenged with analyzing, designing, integrating and maintaining information technology to improve quality across the continuum of healthcare. Innovation in today`s healthcare sector requires individuals with knowledge of the complexities of healthcare, management and information technology.",Digital Health.
ckwg.CA.en.2.05,Enterprise Java Developer (part-time),"Java is a widely used Enterprise platform of choice for building robust, scalable and secure applications for industry and government. This online College Certificate program encompasses advanced Java programming techniques to create dynamic web-based solutions. Students learn advanced enterprise programming skills to build robust, scalable and secure applications including how to build Java components using industry standard technology.",Enterprise Java Developer (part-time).
ckwg.CA.en.2.05,Game Development,"This three-year Ontario College Advanced Diploma program prepares students for careers as game developers, a profession in demand by various industries including entertainment, education, government and consumer products. Strong emphasis is placed on developing the hands-on component which is offered through courses in game design and development, traditional and digital imaging, authoring, animation and programming. Computer programming is an essential component of the program. Students also complete individual and team-based projects.",Game Development.
ckwg.CA.en.2.05,General Arts and Science - Pre-Technology,"This one-year Ontario College Certificate program is designed for students who are interested in pursuing a career in a technology-related field. Students complete the prerequisites for some of the programs in the School of Advanced Technology, and the Algonquin Centre for Construction Excellence while exploring their interests, aptitudes and skills, assessing their career choices and experiencing college delivery of course material.",General Arts and Science - Pre-Technology.
